0,D015451
1,D003110
2,D001943
3,D007938
4,D008175
5,D015179
6,D015473
7,D009369
8,D010911
9,D006528
10,D002312
11,D013964
12,D001249
13,D016393
14,D010051
15,D011087
16,D015470
17,D054198
18,D006689
19,D009303
20,D012162
21,D002292
22,D009190
23,D019636
24,D008177
25,D015466
26,D008223
27,D012559
28,D008380
29,D001321
30,D050197
31,D018805
32,D002822
33,D005921
34,D002659
35,D008545
36,D003924
37,D017728
38,D010190
39,D006333
40,D006391
41,D003920
42,D015658
43,D008223
44,D006984
45,D005909
46,D008180
47,D008223
48,D015459
49,D018268
50,D008654
51,D015464
52,D002477
53,D000544
54,D002294
55,D006973
56,D011225
57,D001749
58,D057765
59,D011271
60,D006111
61,D011471
62,D009203
63,D009101
64,D006526
65,D013274
66,D004715
67,D008105
68,D009157
69,D009103
70,D010300
71,D012175
72,D003424
73,D000592
74,D012859
75,D001172
76,D057229
77,D002544
78,D008594
79,D007239
80,D009203
81,D003324
82,D013119
83,D020925
84,D000083242
85,D009765
86,D005910
87,D018281
88,D006333
89,D020521
90,D025241
91,D011085
92,D010372
93,D019694
94,D001024
95,D011658
96,D001008
97,D009134
98,D006084
99,D000083242
100,D002318
101,D000082862
102,D054198
103,D054198
104,D006976
105,D057180
106,D016640
107,D013130
108,D010505
109,D055371
110,D008181
111,D007680
112,D001168
113,D003928
114,D001289
115,D006331
116,D024821
117,D001528
118,D009133
119,D009196
120,D006258
121,D000230
122,D009055
123,D015428
124,D015470
125,D012004
126,D012594
127,D012595
128,D020388
129,D006509
130,D002545
131,D054218
132,D058186
133,D014397
134,D000077195
135,D005770
136,D018212
137,D008103
138,D008107
139,D010024
140,D017563
141,D012080
142,D004938
143,D002294
144,D016889
145,D016403
146,D013736
147,D007674
148,D008171
149,D005600
150,D002294
151,D029424
152,D017827
153,D000077274
154,D006086
155,D056486
156,D001661
157,D016491
158,D061325
159,D002294
160,D002292
161,D000077192
162,D000077273
163,D017359
164,D018268
165,D060825
166,D014604
167,D016553
168,D002289
169,D002289
170,D000690
171,D055761
172,D013274
173,D001943
174,D019698
175,D008228
176,D007251
177,D043183
178,D055752
179,D011565
180,D001749
181,D000077277
182,D000077195
183,D015179
184,D012516
185,D009373
186,D009101
187,D005923
188,D003930
189,D008258
190,D001943
191,D018281
192,D009062
193,D016399
194,D006528
195,D011236
196,D000093284
197,D065631
198,D002583
199,D000789
200,D001660
201,D001249
202,D007248
203,D054058
204,D014376
205,D004827
206,D002311
207,D005705
208,D006816
209,D003110
210,D001927
211,D012004
212,D014657
213,D014376
214,D000067877
215,D008113
216,D003324
217,D012555
218,D013584
219,D009404
220,D000230
221,D006528
222,D001997
223,D000075222
224,D006394
225,D012214
226,D003093
227,D004067
228,D003865
229,D006453
230,D009223
231,D006627
232,D056735
233,D000077216
234,D005901
235,D053627
236,D021441
237,D018263
238,D009136
239,D018197
240,D013274
241,D000741
242,D008268
243,D015427
244,D019337
245,D004833
246,D001281
247,D001162
248,D009202
249,D002051
250,D000077216
251,D007966
252,D058186
253,D064726
254,D011471
255,D000070642
256,D051474
257,D001745
258,D005536
259,D017544
260,D008545
261,D020138
262,D010003
263,D017202
264,D006952
265,D012128
266,D010523
267,D002446
268,D002583
269,D003922
270,D002295
271,D003424
272,D000082882
273,D005621
274,D010518
275,D003704
276,D014355
277,D014777
278,D053713
279,D015212
280,D008080
281,D018113
282,D016779
283,D018630
284,D003930
285,D014594
286,D015209
287,D017565
288,D000026
289,D003550
290,D006504
291,D000073496
292,D014777
293,D009080
294,D004935
295,D009373
296,D014652
297,D013345
298,D015448
299,D001932
300,D017573
301,D007617
302,D018236
303,D002528
304,D007951
305,D014062
306,D017096
307,D012208
308,D009205
309,D008527
310,D007511
311,D014947
312,D005235
313,D011655
314,D002545
315,D006949
316,D007249
317,D005234
318,D000074122
319,D013167
320,D008180
321,D018273
322,D009072
323,D017676
324,D014652
325,D006937
326,D001327
327,D015673
328,D004314
329,D019283
330,D034381
331,D002781
332,D009442
333,D014652
334,D001145
335,D008881
336,D013964
337,D002006
338,D059348
339,D003876
340,D000686
341,D008258
342,D006521
343,D007511
344,D054990
345,D009373
346,D000292
347,D049970
348,D007383
349,D000086002
350,D009369
351,D019693
352,D000163
353,D004806
354,D016027
355,D054776
356,D000093284
357,D003866
358,D009223
359,D017719
360,D054198
361,D013262
362,D016778
363,D012509
364,D055752
365,D009447
366,D030361
367,D000077192
368,D012512
369,D002294
370,D003110
371,D002813
372,D016480
373,D009396
374,D012509
375,D012878
376,D054363
377,D009422
378,D006984
379,D006319
380,D015456
381,D002294
382,D009216
383,D006073
384,D000026
385,D004415
386,D002532
387,D014820
388,D001523
389,D002386
390,D006943
391,D017880
392,D000437
393,D014605
394,D003882
395,D006330
396,D005922
397,D013967
398,D023903
399,D007918
400,D003294
401,D016864
402,D013274
403,D000083202
404,D002389
405,D002340
406,D000848
407,D008224
408,D010392
409,D017887
410,D012514
411,D008268
412,D007562
413,D008209
414,D015535
415,D002607
416,D020522
417,D013494
418,D009139
419,D065627
420,D000081207
421,D054989
422,D011625
423,D006333
424,D005879
425,D002340
426,D018276
427,D007154
428,D004679
429,D058065
430,D008103
431,D057772
432,D007239
433,D008088
434,D003092
435,D006519
436,D007890
437,D000092562
438,D004915
439,D013262
440,D046152
441,D006332
442,D000077195
443,D001171
444,D003601
445,D009389
446,D017439
447,D014945
448,D007889
449,D017093
450,D010911
451,D009437
452,D065630
453,D015861
454,D000257
455,D000090862
456,D001254
457,D000077195
458,D018280
459,D016410
460,D016889
461,D000860
462,D016403
463,D004719
464,D055959
465,D059350
466,D002295
467,D000486
468,D017202
469,D009373
470,D052439
471,D001471
472,D009503
473,D010146
474,D008579
475,D002543
476,D000505
477,D000086382
478,D002690
479,D002817
480,D014123
481,D007947
482,D006106
483,D019970
484,D049310
485,D002280
486,D054198
487,D016584
488,D010510
489,D006319
490,D016736
491,D000077277
492,D005757
493,D016506
494,D000740
495,D018269
496,D001005
497,D018269
498,D006232
499,D001656
500,D005199
501,D012751
502,D007627
503,D013922
504,D005355
505,D007972
506,D015440
507,D018856
508,D011618
509,D005143
510,D016751
511,D018297
512,D010673
513,D012793
514,D007690
515,D012468
516,D007926
517,D003384
518,D012480
519,D017240
520,D017566
521,D002294
522,D005910
523,D018778
524,D007896
525,D065632
526,D063647
527,D034721
528,D012878
529,D007249
530,D014652
531,D012516
532,D063766
533,D008581
534,D004660
535,D012871
536,D002277
537,D004769
538,D055752
539,D017455
540,D036821
541,D013771
542,D001943
543,D007634
544,D058442
545,D001014
546,D019142
547,D011467
548,D010051
549,D000070600
550,D018278
551,D007822
552,D015458
553,D018335
554,D042882
555,D018203
556,D000505
557,D002779
558,D001714
559,D013927
560,D004670
561,D013964
562,D000077216
563,D011248
564,D006505
565,D002575
566,D008313
567,D009290
568,D003103
569,D002872
570,D020258
571,D008607
572,D015464
573,D056685
574,D011125
575,D020233
576,D003110
577,D006467
578,D006130
579,D007006
580,D004646
581,D010530
582,D015325
583,D005320
584,D001748
585,D007246
586,D000783
587,D000092122
588,D015266
589,D002277
590,D016518
591,D010049
592,D011014
593,D001249
594,D001847
595,D001766
596,D006343
597,D007752
598,D002884
599,D013577
600,D010013
601,D065646
602,D015452
603,D002299
604,D002006
605,D046848
606,D001943
607,D055728
608,D015663
609,D018270
610,D005887
611,D003587
612,D018308
613,D003110
614,D017209
615,D014652
616,D006349
617,D055370
618,D003744
619,D053358
620,D013226
621,D012466
622,D000077765
623,D017449
624,D028361
625,D002294
626,D012584
627,D018232
628,D001927
629,D002577
630,D003929
631,D012140
632,D007243
633,D021441
634,D002538
635,D020388
636,D020391
637,D001996
638,D007948
639,D012214
640,D032383
641,D003929
642,D000077195
643,D000795
644,D000086382
645,D012004
646,D003528
647,D008010
648,D008178
649,D010283
650,D007421
651,D018236
652,D010020
653,D016889
654,D007889
655,D008133
656,D000073839
657,D005354
658,D006394
659,D009221
660,D003711
661,D003457
662,D009808
663,D009837
664,D010182
665,D054391
666,D001022
667,D010022
668,D018319
669,D018335
670,D012509
671,D008548
672,D015821
673,D007759
674,D014646
675,D001007
676,D005334
677,D004943
678,D053040
679,D003110
680,D013921
681,D053627
682,D002892
683,D049912
684,D003123
685,D020294
686,D005496
687,D006450
688,D020031
689,D065817
690,D013313
691,D016031
692,D018279
693,D003317
694,D020918
695,D000755
696,D009914
697,D013920
698,D018208
699,D001254
700,D011472
701,D002532
702,D002386
703,D020181
704,D049970
705,D045823
706,D009232
707,D059347
708,D001859
709,D006528
710,D002817
711,D002357
712,D012516
713,D002973
714,D016891
715,D010870
716,D007873
717,D000744
718,D018207
719,D000755
720,D008586
721,D011660
722,D018352
723,D008216
724,D019595
725,D018442
726,D061205
727,D015835
728,D000093922
729,D006192
730,D017497
731,D007898
732,D002547
733,D057873
734,D054556
735,D003967
736,D005921
737,D001165
738,D007410
739,D055031
740,D052517
741,D056887
742,D006929
743,D019572
744,D006453
745,D002056
746,D051359
747,D018917
748,D014845
749,D000069836
750,D056627
751,D007890
752,D016510
753,D002296
754,D000077779
755,D012778
756,D005198
757,D012640
758,D005911
759,D006223
760,D054685
761,D019446
762,D009463
763,D006380
764,D009182
765,D017545
766,D065631
767,D015175
768,D002294
769,D013683
770,D017726
771,D005356
772,D066126
773,D020786
774,D003528
775,D004701
776,D018222
777,D012223
778,D002310
779,D010051
780,D009363
781,D014571
782,D002296
783,D009506
784,D057174
785,D012772
786,D013964
787,D014376
788,D018358
789,D000083302
790,D059525
791,D019687
792,D014645
793,D017114
794,D019578
795,D004062
796,D008232
797,D018288
798,D006258
799,D018242
800,D050500
801,D002292
802,D020345
803,D007890
804,D018302
805,D014607
806,D012829
807,D001449
808,D001890
809,D005835
810,D020275
811,D016966
812,D008193
813,D018266
814,D010412
815,D031901
816,D013945
817,D054331
818,D008413
819,D018323
820,D018277
821,D014846
822,D008945
823,D010538
824,D010534
825,D010282
826,D004806
827,D006311
828,D018303
829,D007680
830,D015208
831,D000077195
832,D011218
833,D009394
834,D012174
835,D004461
836,D009400
837,D052556
838,D002286
839,D016098
840,D018761
841,D008108
842,D018239
843,D004941
844,D020370
845,D039682
846,D010020
847,D010437
848,D018266
849,D005776
850,D063647
851,D012771
852,D054437
853,D010033
854,D002821
855,D018196
856,D004716
857,D000230
